,VR1:VRF Heat Pump Part Load Ratio [](Hourly),VR2:VRF Heat Pump Part Load Ratio [](Hourly),VR3:VRF Heat Pump Part Load Ratio [](Hourly),VR4:VRF Heat Pump Part Load Ratio [](Hourly),VR5:VRF Heat Pump Part Load Ratio [](Hourly)
2013-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 07:00:00,0.23541666666666697,0.22049704867862302,0.21875,0.0,0.21642145456439202
2013-01-13 08:00:00,0.379924164524551,0.33575495968231894,0.35783403842909,0.355483765753293,0.34445836919122497
2013-01-13 09:00:00,0.270337288238917,0.25,0.25770519405232395,0.261303834144516,0.25
2013-01-13 10:00:00,0.25009634980768697,0.25,0.25,0.25017007895036303,0.25
2013-01-13 11:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 12:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 13:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 14:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 17:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 18:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 19:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 20:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 21:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 22:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 00:00:00,0.166666666666667,0.0,0.0,0.0,0.0
2013-07-20 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-07-20 07:00:00,0.49028597785063605,0.49810488089966,0.5471796749896349,0.356901763320707,0.588460093654532
2013-07-20 08:00:00,1.0014689174734002,0.961679440688902,1.00156548294147,0.995626263722878,1.0
2013-07-20 09:00:00,0.996811838176835,0.9151864586355629,0.974796218680171,0.9962148774495059,1.0
2013-07-20 10:00:00,0.9412796272800021,0.9215234673864978,0.881662512301748,0.9995122416244491,1.0
2013-07-20 11:00:00,0.778232476910469,0.826774003686728,0.7866006819275141,0.885237499647591,0.916423694733907
2013-07-20 12:00:00,0.659183436717397,0.670143751377964,0.7610002961015859,0.754626784272884,0.704458429533255
2013-07-20 13:00:00,0.6112828911715379,0.600128865231902,0.752632217209121,0.7196526326647,0.6294418781469721
2013-07-20 14:00:00,0.596909887987256,0.5943039391113001,0.751608784090938,0.727953115962808,0.628829356683028
2013-07-20 15:00:00,0.581499511128784,0.5831195284936801,0.7411950419055541,0.751974073345305,0.6186557439365871
2013-07-20 16:00:00,0.554698693970301,0.559304018171724,0.725871212088397,0.7566245565137091,0.5925990453852961
2013-07-20 17:00:00,0.530395642720181,0.520983770298542,0.692391321235902,0.6712976402134979,0.552335763480512
2013-07-20 18:00:00,0.4874559050149821,0.47090926780033904,0.633282681169767,0.585458497420807,0.49444158158987395
2013-07-20 19:00:00,0.426721137705954,0.424479254177381,0.57335556245328,0.556935469758826,0.4420805689161161
2013-07-20 20:00:00,0.40727164482588396,0.406388875370242,0.555872348605322,0.542140351901974,0.422841899310401
2013-07-20 21:00:00,0.39930726873880895,0.39697141265603003,0.5478274632292721,0.5296350141141599,0.41444982739832104
2013-07-20 22:00:00,0.39502035953430603,0.39049513540066993,0.542722491876116,0.493337146681085,0.408850366194827
2013-07-20 23:00:00,0.239583333333333,0.234375,0.30021090120116806,0.0,0.234952716836034
2013-07-21 00:00:00,0.25,0.25,0.280390479559323,0.0,0.25
2013-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 08:00:00,0.250277282730971,0.23124301876323897,0.253772991471004,0.0,0.22755931623190198
2013-01-01 09:00:00,0.166666666666667,0.166666666666667,0.166666666666667,0.15261678745746302,0.166666666666667
2013-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 12:00:00,0.0,0.0,0.0,0.25,0.0
2013-01-01 13:00:00,0.0,0.0,0.041666666666666664,0.25,0.125
2013-01-01 14:00:00,0.0,0.166666666666667,0.25,0.25,0.25
2013-01-01 15:00:00,0.0,0.25,0.041666666666666664,0.25,0.25
2013-01-01 16:00:00,0.0,0.0,0.0,0.25,0.125
2013-01-01 17:00:00,0.0,0.0,0.0,0.25,0.0
2013-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 19:00:00,0.0,0.0,0.0,0.18703703703703697,0.0
2013-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-02 08:00:00,0.26387727626161,0.25092614984803896,0.24051266737538698,0.240743444240807,0.22777777777777802
2013-01-02 09:00:00,0.125,0.0,0.25,0.08333333333333333,0.020833333333333332
2013-01-02 10:00:00,0.0,0.208333333333333,0.25,0.0,0.25
2013-01-02 11:00:00,0.25,0.25,0.25,0.208333333333333,0.25
2013-01-02 12:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 13:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 14:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 17:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-02 18:00:00,0.0,0.208333333333333,0.25,0.25,0.25
2013-01-02 19:00:00,0.0,0.0,0.25,0.208333333333333,0.0
2013-01-02 20:00:00,0.166666666666667,0.0,0.25,0.25,0.0
2013-01-02 21:00:00,0.25,0.0,0.25,0.041666666666666664,0.0
2013-01-02 22:00:00,0.25,0.0,0.25,0.0,0.0
2013-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-03 08:00:00,0.258313156216315,0.242823605531078,0.245719933178663,0.25000632896546104,0.24166666666666697
2013-01-03 09:00:00,0.08333333333333333,0.0625,0.25,0.0,0.1
2013-01-03 10:00:00,0.21180555555555605,0.25,0.25,0.138888888888889,0.25
2013-01-03 11:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 12:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 13:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 14:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 17:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-03 18:00:00,0.208333333333333,0.25,0.25,0.25,0.25
2013-01-03 19:00:00,0.0,0.0,0.25,0.25,0.041666666666666664
2013-01-03 20:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-03 21:00:00,0.0,0.0,0.25,0.041666666666666664,0.0
2013-01-03 22:00:00,0.0,0.0,0.25,0.0,0.0
2013-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-04 08:00:00,0.259523375875884,0.137500099909955,0.237851131941047,0.08456808367993525,0.0193606638183904
2013-01-04 09:00:00,0.0,0.041666666666666664,0.25,0.03333333333333333,0.142708333333333
2013-01-04 10:00:00,0.0,0.25,0.25,0.0,0.25
2013-01-04 11:00:00,0.208333333333333,0.25,0.25,0.0,0.25
2013-01-04 12:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 13:00:00,0.208333333333333,0.25,0.25,0.25,0.25
2013-01-04 14:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 17:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 18:00:00,0.18055555555555605,0.0,0.25,0.125,0.0
2013-01-04 19:00:00,0.25,0.020833333333333332,0.25,0.20416666666666697,0.0
2013-01-04 20:00:00,0.25,0.25,0.25,0.25,0.0
2013-01-04 21:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-04 22:00:00,0.25,0.25,0.25,0.0,0.25
2013-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-05 08:00:00,0.2534233772368,0.04672680986846567,0.18715764866740198,0.07373039266561818,0.08307113423307297
2013-01-05 09:00:00,0.33691162734560304,0.267475811396016,0.257571098318143,0.279413112348518,0.44594360181175
2013-01-05 10:00:00,0.435372894762555,0.38047831315275804,0.280131696043699,0.4341641750247079,0.598778302123184
2013-01-05 11:00:00,0.39351184552640994,0.375589112012479,0.25,0.434145106554675,0.5843828616291871
2013-01-05 12:00:00,0.26593520016211303,0.298504202048858,0.25,0.32875777771705,0.48117589085360796
2013-01-05 13:00:00,0.25,0.25,0.25,0.258179303203522,0.31710022315696
2013-01-05 14:00:00,0.25,0.25,0.25,0.25,0.30887469333486306
2013-01-05 15:00:00,0.25,0.25,0.25,0.250310677122478,0.28698142028356394
2013-01-05 16:00:00,0.25,0.25,0.25,0.25311967844125,0.27090452892171
2013-01-05 17:00:00,0.25,0.25,0.25,0.25,0.251518588326702
2013-01-05 18:00:00,0.041666666666666664,0.125,0.25,0.25,0.25
2013-01-05 19:00:00,0.16111111111111098,0.0,0.25,0.25,0.0
2013-01-05 20:00:00,0.25,0.0,0.25,0.25,0.0
2013-01-05 21:00:00,0.25,0.08333333333333333,0.25,0.041666666666666664,0.0
2013-01-05 22:00:00,0.25,0.239583333333333,0.25,0.0,0.0
2013-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-06 08:00:00,0.254150151706466,0.0395618856526509,0.245742824016411,0.02673030892076216,0.029166666666666664
2013-01-06 09:00:00,0.24166666666666697,0.21458333333333302,0.25,0.25,0.261590976765549
2013-01-06 10:00:00,0.25,0.25,0.25,0.260848842473016,0.35805131593614203
2013-01-06 11:00:00,0.25,0.25279638639935004,0.25,0.28565530730861,0.38378846579929204
2013-01-06 12:00:00,0.25,0.30148924632851193,0.25,0.270709315556243,0.38849120273803295
2013-01-06 13:00:00,0.25,0.25,0.25,0.298381286257843,0.27816800934271896
2013-01-06 14:00:00,0.25,0.25,0.25,0.274235718231535,0.28257054237290996
2013-01-06 15:00:00,0.25,0.25,0.25,0.261903134930107,0.294154432563959
2013-01-06 16:00:00,0.25,0.25,0.25,0.253998456038387,0.340783615314897
2013-01-06 17:00:00,0.25,0.25,0.25,0.25,0.25065887907942896
2013-01-06 18:00:00,0.041666666666666664,0.25,0.25,0.25,0.25
2013-01-06 19:00:00,0.020833333333333332,0.0,0.25,0.25,0.0
2013-01-06 20:00:00,0.25,0.0,0.25,0.25,0.0
2013-01-06 21:00:00,0.25,0.0,0.25,0.041666666666666664,0.0
2013-01-06 22:00:00,0.25,0.0,0.25,0.0,0.0
2013-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 08:00:00,0.24546020656412698,0.17172614583939,0.2443895247501,0.029910321368728062,0.020967780481401632
2013-01-07 09:00:00,0.25,0.0,0.236111111111111,0.15,0.127083333333333
2013-01-07 10:00:00,0.25,0.236111111111111,0.25,0.25,0.25
2013-01-07 11:00:00,0.25,0.25,0.25,0.253400194343331,0.25
2013-01-07 12:00:00,0.25,0.25,0.25,0.261090258943329,0.256238768682802
2013-01-07 13:00:00,0.25,0.25,0.25,0.28695106132136894,0.25
2013-01-07 14:00:00,0.25,0.25,0.25,0.259507804118789,0.25
2013-01-07 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-07 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-07 17:00:00,0.166666666666667,0.25,0.25,0.25,0.25
2013-01-07 18:00:00,0.0,0.25,0.25,0.25,0.25
2013-01-07 19:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-07 20:00:00,0.0,0.0,0.0,0.25,0.0
2013-01-07 21:00:00,0.0,0.0,0.0,0.041666666666666664,0.0
2013-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 08:00:00,0.232332795859143,0.08589031977521829,0.14251486091114302,0.0,0.13290832681036302
2013-01-08 09:00:00,0.35064269125652603,0.27162158714908996,0.261134510399112,0.419458545659739,0.40434324787511
2013-01-08 10:00:00,0.449587509696785,0.358394510901694,0.28658592764721696,0.49024926282334996,0.5515095454666321
2013-01-08 11:00:00,0.42198785399549,0.359512722210557,0.25264234320478896,0.525553108474358,0.549569519998276
2013-01-08 12:00:00,0.278861583885128,0.295491804011134,0.25,0.418471695419684,0.465673810667089
2013-01-08 13:00:00,0.25,0.25,0.25,0.37611246118809605,0.345092726523348
2013-01-08 14:00:00,0.25,0.25,0.25,0.354990553478419,0.295263968074117
2013-01-08 15:00:00,0.25,0.25,0.25,0.35190721549647497,0.268885367219959
2013-01-08 16:00:00,0.25,0.25,0.25,0.32528704632519895,0.254741620350075
2013-01-08 17:00:00,0.25,0.25,0.25,0.27204831456360395,0.25
2013-01-08 18:00:00,0.208333333333333,0.25,0.25,0.25,0.25
2013-01-08 19:00:00,0.0,0.0,0.0,0.25,0.0
2013-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-09 08:00:00,0.05166438908363505,0.01179427579825917,0.245030669665244,0.166666666666667,0.008333333333333333
2013-01-09 09:00:00,0.23333333333333303,0.219047619047619,0.25,0.25,0.268580635289443
2013-01-09 10:00:00,0.349144505443158,0.331104630285407,0.28008063178438203,0.39628225365604797,0.5630488081189841
2013-01-09 11:00:00,0.366317866786118,0.37106740354484796,0.284132977864074,0.428775789920813,0.559081892199529
2013-01-09 12:00:00,0.27728530393896805,0.308926118175044,0.286156590040427,0.361033678503161,0.4295177502618329
2013-01-09 13:00:00,0.253374622994802,0.27885063869632104,0.25,0.283781226219837,0.289657735333644
2013-01-09 14:00:00,0.25,0.25,0.25,0.262260918285763,0.279781604798344
2013-01-09 15:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-09 16:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-09 17:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-09 18:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-09 19:00:00,0.0,0.0,0.25,0.25,0.08333333333333333
2013-01-09 20:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-09 21:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-09 22:00:00,0.0,0.0,0.25,0.0,0.0
2013-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-10 08:00:00,0.228897961098155,0.01969246702140614,0.25305908793901,0.141369047619048,0.08494504069909642
2013-01-10 09:00:00,0.28017728617746,0.26267251024960897,0.254516777789864,0.261936348549665,0.35426856913590604
2013-01-10 10:00:00,0.379181390237308,0.349220942067537,0.295593287351842,0.40917518510291295,0.565143146109166
2013-01-10 11:00:00,0.396249857350024,0.38620105658362297,0.27978318470603397,0.4501963538985901,0.593534588667214
2013-01-10 12:00:00,0.30860158145350897,0.34951845773499696,0.29489883741143297,0.40575237100254796,0.51202142851655
2013-01-10 13:00:00,0.277918709043399,0.290710045341032,0.25,0.373626157086464,0.386096675805815
2013-01-10 14:00:00,0.25,0.25748387486763397,0.25,0.374651721567833,0.399876044396039
2013-01-10 15:00:00,0.25,0.31014740381976397,0.25,0.38232342619348,0.379900164833983
2013-01-10 16:00:00,0.25,0.269964512578604,0.25,0.349682861802427,0.331682614539114
2013-01-10 17:00:00,0.25,0.25,0.25,0.267364080222843,0.316486228628084
2013-01-10 18:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-10 19:00:00,0.041666666666666664,0.25,0.25,0.25,0.25
2013-01-10 20:00:00,0.0,0.208333333333333,0.25,0.25,0.25
2013-01-10 21:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-10 22:00:00,0.0,0.0,0.25,0.0,0.0
2013-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-11 08:00:00,0.133333333333333,0.01126496600225829,0.243619382816901,0.173611111111111,0.05000000000000004
2013-01-11 09:00:00,0.25,0.24166666666666697,0.25,0.25,0.283238322213576
2013-01-11 10:00:00,0.26566966430060396,0.264058056026108,0.25,0.299288071864605,0.375101306273526
2013-01-11 11:00:00,0.30299613737182896,0.303113588530123,0.25,0.35541566131111896,0.426439253418821
2013-01-11 12:00:00,0.265820443281046,0.29968767806696,0.25,0.34416782709581606,0.42664438871231297
2013-01-11 13:00:00,0.25,0.260967119273608,0.25,0.309193195905212,0.31941418994603005
2013-01-11 14:00:00,0.25,0.25,0.25,0.296968608454216,0.331026782227927
2013-01-11 15:00:00,0.25,0.25,0.25,0.28598960133389695,0.306901380815273
2013-01-11 16:00:00,0.25,0.25,0.25,0.265931150466851,0.26977589014765097
2013-01-11 17:00:00,0.25,0.25,0.25,0.25,0.27672714831645695
2013-01-11 18:00:00,0.166666666666667,0.25,0.25,0.25,0.25
2013-01-11 19:00:00,0.0,0.0,0.25,0.25,0.125
2013-01-11 20:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-11 21:00:00,0.041666666666666664,0.0,0.25,0.25,0.0
2013-01-11 22:00:00,0.25,0.0,0.25,0.0,0.0
2013-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-12 08:00:00,0.22956297061816897,0.0197468461690474,0.252540238211467,0.135416666666667,0.01613100224223216
2013-01-12 09:00:00,0.227380952380952,0.204761904761905,0.25,0.24404761904761899,0.242232976935791
2013-01-12 10:00:00,0.250305650362337,0.250553430820923,0.25,0.265163228686825,0.34411114094049
2013-01-12 11:00:00,0.262665560664957,0.268035099297516,0.25,0.30651001691222496,0.389960812734135
2013-01-12 12:00:00,0.25205314038139603,0.2732091512771,0.25,0.31018999850093393,0.389517816765819
2013-01-12 13:00:00,0.25,0.254770963364138,0.25,0.302872210403709,0.31489589017812397
2013-01-12 14:00:00,0.25,0.25,0.25,0.29798271325196,0.333493664073457
2013-01-12 15:00:00,0.25,0.25,0.25,0.28302493879583,0.305362877269653
2013-01-12 16:00:00,0.25,0.25,0.25,0.27646270981051596,0.268937758212028
2013-01-12 17:00:00,0.25,0.25,0.25,0.25,0.313999539579651
2013-01-12 18:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-12 19:00:00,0.0,0.166666666666667,0.25,0.25,0.25
2013-01-12 20:00:00,0.0,0.0,0.25,0.25,0.041666666666666664
2013-01-12 21:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-12 22:00:00,0.0,0.0,0.25,0.0,0.0
2013-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-13 08:00:00,0.0,0.0,0.25,0.163194444444445,0.0
2013-01-13 09:00:00,0.219047619047619,0.204761904761905,0.25,0.23809523809523803,0.227380952380952
2013-01-13 10:00:00,0.25,0.25,0.25,0.25,0.277856755805187
2013-01-13 11:00:00,0.25,0.25,0.25,0.267339852252718,0.3660809229054
2013-01-13 12:00:00,0.25,0.25,0.25,0.28143857535808803,0.353477948348676
2013-01-13 13:00:00,0.25,0.25,0.25,0.279933795281137,0.26719291001598605
2013-01-13 14:00:00,0.25,0.25,0.25,0.264688420251173,0.29577280247798604
2013-01-13 15:00:00,0.25,0.25,0.25,0.295199036719897,0.290178857943849
2013-01-13 16:00:00,0.25,0.25,0.25,0.283959332718704,0.34745364659928396
2013-01-13 17:00:00,0.25,0.25,0.25,0.25,0.289019782804677
2013-01-13 18:00:00,0.25,0.25,0.25,0.25,0.25
2013-01-13 19:00:00,0.0,0.25,0.25,0.25,0.25
2013-01-13 20:00:00,0.0,0.08333333333333333,0.25,0.25,0.208333333333333
2013-01-13 21:00:00,0.0,0.0,0.25,0.25,0.0
2013-01-13 22:00:00,0.0,0.0,0.25,0.0,0.0
2013-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0
2013-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0
