,VR1:VRF Heat Pump Condenser Inlet Temperature [C](Hourly),VR2:VRF Heat Pump Condenser Inlet Temperature [C](Hourly),VR3:VRF Heat Pump Condenser Inlet Temperature [C](Hourly),VR4:VRF Heat Pump Condenser Inlet Temperature [C](Hourly)
2013-03-01 05:00:00,13.8833333333333,13.8833333333333,13.8833333333333,13.8833333333333
2013-03-01 06:00:00,13.916666666666698,13.916666666666698,13.916666666666698,13.916666666666698
2013-03-01 07:00:00,13.941666666666698,13.941666666666698,13.941666666666698,13.941666666666698
2013-03-01 08:00:00,14.3666666666667,14.3666666666667,14.3666666666667,14.3666666666667
2013-03-01 09:00:00,17.15,17.15,17.15,17.15
2013-03-01 10:00:00,20.2416666666667,20.2416666666667,20.2416666666667,20.2416666666667
2013-03-01 11:00:00,21.783333333333303,21.783333333333303,21.783333333333303,21.783333333333303
2013-03-01 12:00:00,23.425,23.425,23.425,23.425
2013-03-01 13:00:00,25.175,25.175,25.175,25.175
2013-03-01 14:00:00,26.091666666666697,26.091666666666697,26.091666666666697,26.091666666666697
2013-03-01 15:00:00,26.3,26.3,26.3,26.3
2013-03-01 16:00:00,26.0083333333333,26.0083333333333,26.0083333333333,26.0083333333333
2013-03-01 17:00:00,25.7416666666667,25.7416666666667,25.7416666666667,25.7416666666667
2013-03-01 18:00:00,24.766666666666698,24.766666666666698,24.766666666666698,24.766666666666698
2013-03-01 19:00:00,22.9916666666667,22.9916666666667,22.9916666666667,22.9916666666667
2013-03-01 20:00:00,21.733333333333302,21.733333333333302,21.733333333333302,21.733333333333302
2013-03-01 21:00:00,20.233333333333302,20.233333333333302,20.233333333333302,20.233333333333302
2013-03-01 22:00:00,19.05,19.05,19.05,19.05
2013-03-01 23:00:00,18.7416666666667,18.7416666666667,18.7416666666667,18.7416666666667
2013-03-02 00:00:00,18.5833333333333,18.5833333333333,18.5833333333333,18.5833333333333
2013-03-02 01:00:00,17.8,17.8,17.8,17.8
2013-03-02 02:00:00,17.358333333333302,17.358333333333302,17.358333333333302,17.358333333333302
2013-03-02 03:00:00,17.283333333333303,17.283333333333303,17.283333333333303,17.283333333333303
2013-03-02 04:00:00,17.141666666666698,17.141666666666698,17.141666666666698,17.141666666666698
2013-03-02 05:00:00,16.516666666666698,16.516666666666698,16.516666666666698,16.516666666666698
2013-03-02 06:00:00,15.983333333333302,15.983333333333302,15.983333333333302,15.983333333333302
2013-03-02 07:00:00,16.016666666666698,16.016666666666698,16.016666666666698,16.016666666666698
2013-03-02 08:00:00,16.5083333333333,16.5083333333333,16.5083333333333,16.5083333333333
2013-03-02 09:00:00,19.1333333333333,19.1333333333333,19.1333333333333,19.1333333333333
2013-03-02 10:00:00,22.0833333333333,22.0833333333333,22.0833333333333,22.0833333333333
2013-03-02 11:00:00,23.9333333333333,23.9333333333333,23.9333333333333,23.9333333333333
2013-03-02 12:00:00,25.7083333333333,25.7083333333333,25.7083333333333,25.7083333333333
2013-03-02 13:00:00,26.675,26.675,26.675,26.675
2013-03-02 14:00:00,27.3833333333333,27.3833333333333,27.3833333333333,27.3833333333333
2013-03-02 15:00:00,27.858333333333302,27.858333333333302,27.858333333333302,27.858333333333302
2013-03-02 16:00:00,27.608333333333302,27.608333333333302,27.608333333333302,27.608333333333302
2013-03-02 17:00:00,26.8166666666667,26.8166666666667,26.8166666666667,26.8166666666667
2013-03-02 18:00:00,25.0583333333333,25.0583333333333,25.0583333333333,25.0583333333333
2013-03-02 19:00:00,23.6916666666667,23.6916666666667,23.6916666666667,23.6916666666667
2013-03-02 20:00:00,22.8166666666667,22.8166666666667,22.8166666666667,22.8166666666667
2013-03-02 21:00:00,22.1666666666667,22.1666666666667,22.1666666666667,22.1666666666667
2013-03-02 22:00:00,21.766666666666698,21.766666666666698,21.766666666666698,21.766666666666698
2013-03-02 23:00:00,21.3666666666667,21.3666666666667,21.3666666666667,21.3666666666667
2013-03-03 00:00:00,20.325,20.325,20.325,20.325
2013-03-03 01:00:00,19.2916666666667,19.2916666666667,19.2916666666667,19.2916666666667
2013-03-03 02:00:00,18.533333333333303,18.533333333333303,18.533333333333303,18.533333333333303
2013-03-03 03:00:00,18.2,18.2,18.2,18.2
2013-03-03 04:00:00,17.966666666666697,17.966666666666697,17.966666666666697,17.966666666666697
2013-03-03 05:00:00,17.5666666666667,17.5666666666667,17.5666666666667,17.5666666666667
2013-03-03 06:00:00,16.9916666666667,16.9916666666667,16.9916666666667,16.9916666666667
2013-03-03 07:00:00,16.8166666666667,16.8166666666667,16.8166666666667,16.8166666666667
2013-03-03 08:00:00,17.3666666666667,17.3666666666667,17.3666666666667,17.3666666666667
2013-03-03 09:00:00,17.641666666666698,17.641666666666698,17.641666666666698,17.641666666666698
2013-03-03 10:00:00,18.0083333333333,18.0083333333333,18.0083333333333,18.0083333333333
2013-03-03 11:00:00,19.175,19.175,19.175,19.175
2013-03-03 12:00:00,21.2583333333333,21.2583333333333,21.2583333333333,21.2583333333333
2013-03-03 13:00:00,23.408333333333303,23.408333333333303,23.408333333333303,23.408333333333303
2013-03-03 14:00:00,24.6666666666667,24.6666666666667,24.6666666666667,24.6666666666667
2013-03-03 15:00:00,26.6333333333333,26.6333333333333,26.6333333333333,26.6333333333333
2013-03-03 16:00:00,26.1666666666667,26.1666666666667,26.1666666666667,26.1666666666667
2013-03-03 17:00:00,22.4916666666667,22.4916666666667,22.4916666666667,22.4916666666667
2013-03-03 18:00:00,19.1833333333333,19.1833333333333,19.1833333333333,19.1833333333333
2013-03-03 19:00:00,17.6916666666667,17.6916666666667,17.6916666666667,17.6916666666667
2013-03-03 20:00:00,16.9333333333333,16.9333333333333,16.9333333333333,16.9333333333333
2013-03-03 21:00:00,16.6,16.6,16.6,16.6
2013-03-03 22:00:00,16.775,16.775,16.775,16.775
2013-03-03 23:00:00,16.4916666666667,16.4916666666667,16.4916666666667,16.4916666666667
2013-03-04 00:00:00,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667
2013-03-04 01:00:00,17.175,17.175,17.175,17.175
2013-03-04 02:00:00,16.6,16.6,16.6,16.6
2013-03-04 03:00:00,16.158333333333303,16.158333333333303,16.158333333333303,16.158333333333303
2013-03-04 04:00:00,15.966666666666699,15.966666666666699,15.966666666666699,15.966666666666699
2013-03-04 05:00:00,15.8,15.8,15.8,15.8
2013-03-04 06:00:00,15.8,15.8,15.8,15.8
2013-03-04 07:00:00,15.975,15.975,15.975,15.975
2013-03-04 08:00:00,16.275,16.275,16.275,16.275
2013-03-04 09:00:00,17.275,17.275,17.275,17.275
2013-03-04 10:00:00,19.0666666666667,19.0666666666667,19.0666666666667,19.0666666666667
2013-03-04 11:00:00,21.65,21.65,21.65,21.65
2013-03-04 12:00:00,24.533333333333303,24.533333333333303,24.533333333333303,24.533333333333303
2013-03-04 13:00:00,26.6333333333333,26.6333333333333,26.6333333333333,26.6333333333333
2013-03-04 14:00:00,27.7083333333333,27.7083333333333,27.7083333333333,27.7083333333333
2013-03-04 15:00:00,27.1833333333333,27.1833333333333,27.1833333333333,27.1833333333333
2013-03-04 16:00:00,26.716666666666697,26.716666666666697,26.716666666666697,26.716666666666697
2013-03-04 17:00:00,26.216666666666697,26.216666666666697,26.216666666666697,26.216666666666697
2013-03-04 18:00:00,24.6916666666667,24.6916666666667,24.6916666666667,24.6916666666667
2013-03-04 19:00:00,23.4916666666667,23.4916666666667,23.4916666666667,23.4916666666667
2013-03-04 20:00:00,22.908333333333303,22.908333333333303,22.908333333333303,22.908333333333303
2013-03-04 21:00:00,22.5833333333333,22.5833333333333,22.5833333333333,22.5833333333333
2013-03-04 22:00:00,22.091666666666697,22.091666666666697,22.091666666666697,22.091666666666697
2013-03-04 23:00:00,21.275,21.275,21.275,21.275
2013-03-05 00:00:00,21.1333333333333,21.1333333333333,21.1333333333333,21.1333333333333
2013-03-05 01:00:00,20.716666666666697,20.716666666666697,20.716666666666697,20.716666666666697
2013-03-05 02:00:00,19.95,19.95,19.95,19.95
2013-03-05 03:00:00,19.875,19.875,19.875,19.875
2013-03-05 04:00:00,19.2416666666667,19.2416666666667,19.2416666666667,19.2416666666667
2013-03-05 05:00:00,18.9333333333333,18.9333333333333,18.9333333333333,18.9333333333333
2013-03-05 06:00:00,19.0416666666667,19.0416666666667,19.0416666666667,19.0416666666667
2013-03-05 07:00:00,19.466666666666697,19.466666666666697,19.466666666666697,19.466666666666697
2013-03-05 08:00:00,20.733333333333302,20.733333333333302,20.733333333333302,20.733333333333302
2013-03-05 09:00:00,22.5666666666667,22.5666666666667,22.5666666666667,22.5666666666667
2013-03-05 10:00:00,25.4416666666667,25.4416666666667,25.4416666666667,25.4416666666667
2013-03-05 11:00:00,27.016666666666698,27.016666666666698,27.016666666666698,27.016666666666698
2013-03-05 12:00:00,27.6833333333333,27.6833333333333,27.6833333333333,27.6833333333333
2013-03-05 13:00:00,28.8,28.8,28.8,28.8
2013-03-05 14:00:00,30.35,30.35,30.35,30.35
2013-03-05 15:00:00,30.283333333333303,30.283333333333303,30.283333333333303,30.283333333333303
2013-03-05 16:00:00,28.9416666666667,28.9416666666667,28.9416666666667,28.9416666666667
2013-03-05 17:00:00,26.4166666666667,26.4166666666667,26.4166666666667,26.4166666666667
2013-03-05 18:00:00,24.591666666666697,24.591666666666697,24.591666666666697,24.591666666666697
2013-03-05 19:00:00,24.475,24.475,24.475,24.475
2013-03-05 20:00:00,24.3666666666667,24.3666666666667,24.3666666666667,24.3666666666667
2013-03-05 21:00:00,24.4333333333333,24.4333333333333,24.4333333333333,24.4333333333333
2013-03-05 22:00:00,23.841666666666697,23.841666666666697,23.841666666666697,23.841666666666697
2013-03-05 23:00:00,23.125,23.125,23.125,23.125
2013-03-06 00:00:00,22.4166666666667,22.4166666666667,22.4166666666667,22.4166666666667
2013-03-06 01:00:00,22.0583333333333,22.0583333333333,22.0583333333333,22.0583333333333
2013-03-06 02:00:00,21.983333333333302,21.983333333333302,21.983333333333302,21.983333333333302
2013-03-06 03:00:00,21.4333333333333,21.4333333333333,21.4333333333333,21.4333333333333
2013-03-06 04:00:00,21.1,21.1,21.1,21.1
2013-03-06 05:00:00,21.5666666666667,21.5666666666667,21.5666666666667,21.5666666666667
2013-03-06 06:00:00,21.841666666666697,21.841666666666697,21.841666666666697,21.841666666666697
2013-03-06 07:00:00,21.625,21.625,21.625,21.625
2013-03-06 08:00:00,22.2,22.2,22.2,22.2
2013-03-06 09:00:00,23.6916666666667,23.6916666666667,23.6916666666667,23.6916666666667
2013-03-06 10:00:00,24.983333333333302,24.983333333333302,24.983333333333302,24.983333333333302
2013-03-06 11:00:00,25.75,25.75,25.75,25.75
2013-03-06 12:00:00,26.641666666666698,26.641666666666698,26.641666666666698,26.641666666666698
2013-03-06 13:00:00,27.8,27.8,27.8,27.8
2013-03-06 14:00:00,28.7083333333333,28.7083333333333,28.7083333333333,28.7083333333333
2013-03-06 15:00:00,29.35,29.35,29.35,29.35
2013-03-06 16:00:00,28.2583333333333,28.2583333333333,28.2583333333333,28.2583333333333
2013-03-06 17:00:00,26.1333333333333,26.1333333333333,26.1333333333333,26.1333333333333
2013-03-06 18:00:00,25.0083333333333,25.0083333333333,25.0083333333333,25.0083333333333
2013-03-06 19:00:00,24.8,24.8,24.8,24.8
2013-03-06 20:00:00,23.575,23.575,23.575,23.575
2013-03-06 21:00:00,21.4166666666667,21.4166666666667,21.4166666666667,21.4166666666667
2013-03-06 22:00:00,19.625,19.625,19.625,19.625
2013-03-06 23:00:00,18.533333333333303,18.533333333333303,18.533333333333303,18.533333333333303
2013-03-07 00:00:00,18.2,18.2,18.2,18.2
2013-03-07 01:00:00,17.908333333333303,17.908333333333303,17.908333333333303,17.908333333333303
2013-03-07 02:00:00,17.7583333333333,17.7583333333333,17.7583333333333,17.7583333333333
2013-03-07 03:00:00,17.7416666666667,17.7416666666667,17.7416666666667,17.7416666666667
2013-03-07 04:00:00,17.408333333333303,17.408333333333303,17.408333333333303,17.408333333333303
2013-03-07 05:00:00,16.966666666666697,16.966666666666697,16.966666666666697,16.966666666666697
2013-03-07 06:00:00,16.858333333333302,16.858333333333302,16.858333333333302,16.858333333333302
2013-03-07 07:00:00,16.841666666666697,16.841666666666697,16.841666666666697,16.841666666666697
2013-03-07 08:00:00,17.5583333333333,17.5583333333333,17.5583333333333,17.5583333333333
2013-03-07 09:00:00,19.4416666666667,19.4416666666667,19.4416666666667,19.4416666666667
2013-03-07 10:00:00,20.925,20.925,20.925,20.925
2013-03-07 11:00:00,21.9416666666667,21.9416666666667,21.9416666666667,21.9416666666667
2013-03-07 12:00:00,22.575,22.575,22.575,22.575
2013-03-07 13:00:00,22.233333333333302,22.233333333333302,22.233333333333302,22.233333333333302
2013-03-07 14:00:00,22.1916666666667,22.1916666666667,22.1916666666667,22.1916666666667
2013-03-07 15:00:00,23.625,23.625,23.625,23.625
2013-03-07 16:00:00,25.3166666666667,25.3166666666667,25.3166666666667,25.3166666666667
2013-03-07 17:00:00,25.783333333333303,25.783333333333303,25.783333333333303,25.783333333333303
2013-03-07 18:00:00,23.016666666666698,23.016666666666698,23.016666666666698,23.016666666666698
2013-03-07 19:00:00,19.5833333333333,19.5833333333333,19.5833333333333,19.5833333333333
2013-03-07 20:00:00,17.858333333333302,17.858333333333302,17.858333333333302,17.858333333333302
2013-03-07 21:00:00,17.108333333333302,17.108333333333302,17.108333333333302,17.108333333333302
2013-03-07 22:00:00,16.4916666666667,16.4916666666667,16.4916666666667,16.4916666666667
2013-03-07 23:00:00,16.2,16.2,16.2,16.2
2013-03-08 00:00:00,16.141666666666698,16.141666666666698,16.141666666666698,16.141666666666698
2013-03-08 01:00:00,16.158333333333303,16.158333333333303,16.158333333333303,16.158333333333303
2013-03-08 02:00:00,16.0833333333333,16.0833333333333,16.0833333333333,16.0833333333333
2013-03-08 03:00:00,16.1166666666667,16.1166666666667,16.1166666666667,16.1166666666667
2013-03-08 04:00:00,16.0833333333333,16.0833333333333,16.0833333333333,16.0833333333333
2013-03-08 05:00:00,15.8833333333333,15.8833333333333,15.8833333333333,15.8833333333333
2013-03-08 06:00:00,15.683333333333302,15.683333333333302,15.683333333333302,15.683333333333302
2013-03-08 07:00:00,16.0666666666667,16.0666666666667,16.0666666666667,16.0666666666667
2013-03-08 08:00:00,16.4,16.4,16.4,16.4
2013-03-08 09:00:00,16.983333333333302,16.983333333333302,16.983333333333302,16.983333333333302
2013-03-08 10:00:00,18.5083333333333,18.5083333333333,18.5083333333333,18.5083333333333
2013-03-08 11:00:00,19.8833333333333,19.8833333333333,19.8833333333333,19.8833333333333
2013-03-08 12:00:00,21.641666666666698,21.641666666666698,21.641666666666698,21.641666666666698
2013-03-08 13:00:00,21.608333333333302,21.608333333333302,21.608333333333302,21.608333333333302
2013-03-08 14:00:00,20.0833333333333,20.0833333333333,20.0833333333333,20.0833333333333
2013-03-08 15:00:00,20.9,20.9,20.9,20.9
2013-03-08 16:00:00,21.9,21.9,21.9,21.9
2013-03-08 17:00:00,21.375,21.375,21.375,21.375
2013-03-08 18:00:00,19.658333333333303,19.658333333333303,19.658333333333303,19.658333333333303
2013-03-08 19:00:00,18.0,18.0,18.0,18.0
2013-03-08 20:00:00,17.6166666666667,17.6166666666667,17.6166666666667,17.6166666666667
2013-03-08 21:00:00,17.233333333333302,17.233333333333302,17.233333333333302,17.233333333333302
2013-03-08 22:00:00,16.4333333333333,16.4333333333333,16.4333333333333,16.4333333333333
2013-03-08 23:00:00,15.983333333333302,15.983333333333302,15.983333333333302,15.983333333333302
2013-03-09 00:00:00,15.666666666666698,15.666666666666698,15.666666666666698,15.666666666666698
2013-03-09 01:00:00,15.441666666666698,15.441666666666698,15.441666666666698,15.441666666666698
2013-03-09 02:00:00,15.4,15.4,15.4,15.4
2013-03-09 03:00:00,15.05,15.05,15.05,15.05
2013-03-09 04:00:00,14.916666666666698,14.916666666666698,14.916666666666698,14.916666666666698
2013-03-09 05:00:00,14.2416666666667,14.2416666666667,14.2416666666667,14.2416666666667
2013-03-09 06:00:00,13.35,13.35,13.35,13.35
2013-03-09 07:00:00,13.158333333333301,13.158333333333301,13.158333333333301,13.158333333333301
2013-03-09 08:00:00,13.316666666666698,13.316666666666698,13.316666666666698,13.316666666666698
2013-03-09 09:00:00,13.458333333333302,13.458333333333302,13.458333333333302,13.458333333333302
2013-03-09 10:00:00,13.558333333333302,13.558333333333302,13.558333333333302,13.558333333333302
2013-03-09 11:00:00,14.125,14.125,14.125,14.125
2013-03-09 12:00:00,15.025,15.025,15.025,15.025
2013-03-09 13:00:00,15.983333333333302,15.983333333333302,15.983333333333302,15.983333333333302
2013-03-09 14:00:00,16.6333333333333,16.6333333333333,16.6333333333333,16.6333333333333
2013-03-09 15:00:00,16.7416666666667,16.7416666666667,16.7416666666667,16.7416666666667
2013-03-09 16:00:00,16.7583333333333,16.7583333333333,16.7583333333333,16.7583333333333
2013-03-09 17:00:00,16.391666666666698,16.391666666666698,16.391666666666698,16.391666666666698
2013-03-09 18:00:00,15.166666666666698,15.166666666666698,15.166666666666698,15.166666666666698
2013-03-09 19:00:00,14.208333333333302,14.208333333333302,14.208333333333302,14.208333333333302
2013-03-09 20:00:00,14.1166666666667,14.1166666666667,14.1166666666667,14.1166666666667
2013-03-09 21:00:00,14.083333333333302,14.083333333333302,14.083333333333302,14.083333333333302
2013-03-09 22:00:00,13.825,13.825,13.825,13.825
2013-03-09 23:00:00,13.058333333333302,13.058333333333302,13.058333333333302,13.058333333333302
2013-03-10 00:00:00,12.775,12.775,12.775,12.775
2013-03-10 01:00:00,12.725,12.725,12.725,12.725
2013-03-10 02:00:00,12.541666666666698,12.541666666666698,12.541666666666698,12.541666666666698
2013-03-10 03:00:00,12.208333333333302,12.208333333333302,12.208333333333302,12.208333333333302
2013-03-10 04:00:00,12.0,12.0,12.0,12.0
2013-03-10 05:00:00,12.1166666666667,12.1166666666667,12.1166666666667,12.1166666666667
2013-03-10 06:00:00,12.141666666666698,12.141666666666698,12.141666666666698,12.141666666666698
2013-03-10 07:00:00,11.808333333333302,11.808333333333302,11.808333333333302,11.808333333333302
2013-03-10 08:00:00,11.891666666666698,11.891666666666698,11.891666666666698,11.891666666666698
2013-03-10 09:00:00,12.391666666666698,12.391666666666698,12.391666666666698,12.391666666666698
2013-03-10 10:00:00,12.775,12.775,12.775,12.775
2013-03-10 11:00:00,13.075,13.075,13.075,13.075
2013-03-10 12:00:00,12.3833333333333,12.3833333333333,12.3833333333333,12.3833333333333
2013-03-10 13:00:00,12.733333333333302,12.733333333333302,12.733333333333302,12.733333333333302
2013-03-10 14:00:00,13.341666666666699,13.341666666666699,13.341666666666699,13.341666666666699
2013-03-10 15:00:00,13.708333333333302,13.708333333333302,13.708333333333302,13.708333333333302
2013-03-10 16:00:00,14.408333333333301,14.408333333333301,14.408333333333301,14.408333333333301
2013-03-10 17:00:00,14.233333333333302,14.233333333333302,14.233333333333302,14.233333333333302
2013-03-10 18:00:00,13.433333333333302,13.433333333333302,13.433333333333302,13.433333333333302
2013-03-10 19:00:00,12.925,12.925,12.925,12.925
2013-03-10 20:00:00,12.858333333333302,12.858333333333302,12.858333333333302,12.858333333333302
2013-03-10 21:00:00,12.783333333333301,12.783333333333301,12.783333333333301,12.783333333333301
2013-03-10 22:00:00,12.7,12.7,12.7,12.7
2013-03-10 23:00:00,12.7,12.7,12.7,12.7
2013-03-11 00:00:00,12.408333333333301,12.408333333333301,12.408333333333301,12.408333333333301
2013-03-11 01:00:00,12.316666666666698,12.316666666666698,12.316666666666698,12.316666666666698
2013-03-11 02:00:00,12.458333333333302,12.458333333333302,12.458333333333302,12.458333333333302
2013-03-11 03:00:00,12.558333333333302,12.558333333333302,12.558333333333302,12.558333333333302
2013-03-11 04:00:00,12.775,12.775,12.775,12.775
2013-03-11 05:00:00,12.666666666666698,12.666666666666698,12.666666666666698,12.666666666666698
2013-03-11 06:00:00,12.208333333333302,12.208333333333302,12.208333333333302,12.208333333333302
2013-03-11 07:00:00,12.0,12.0,12.0,12.0
2013-03-11 08:00:00,12.525,12.525,12.525,12.525
2013-03-11 09:00:00,12.841666666666699,12.841666666666699,12.841666666666699,12.841666666666699
2013-03-11 10:00:00,12.333333333333302,12.333333333333302,12.333333333333302,12.333333333333302
2013-03-11 11:00:00,12.35,12.35,12.35,12.35
2013-03-11 12:00:00,12.6,12.6,12.6,12.6
2013-03-11 13:00:00,13.416666666666698,13.416666666666698,13.416666666666698,13.416666666666698
2013-03-11 14:00:00,14.291666666666698,14.291666666666698,14.291666666666698,14.291666666666698
2013-03-11 15:00:00,14.6166666666667,14.6166666666667,14.6166666666667,14.6166666666667
2013-03-11 16:00:00,14.466666666666699,14.466666666666699,14.466666666666699,14.466666666666699
2013-03-11 17:00:00,13.891666666666698,13.891666666666698,13.891666666666698,13.891666666666698
2013-03-11 18:00:00,13.25,13.25,13.25,13.25
2013-03-11 19:00:00,12.708333333333302,12.708333333333302,12.708333333333302,12.708333333333302
2013-03-11 20:00:00,12.558333333333302,12.558333333333302,12.558333333333302,12.558333333333302
2013-03-11 21:00:00,12.308333333333302,12.308333333333302,12.308333333333302,12.308333333333302
2013-03-11 22:00:00,11.925,11.925,11.925,11.925
2013-03-11 23:00:00,11.916666666666698,11.916666666666698,11.916666666666698,11.916666666666698
2013-03-12 00:00:00,12.058333333333302,12.058333333333302,12.058333333333302,12.058333333333302
2013-03-12 01:00:00,11.983333333333302,11.983333333333302,11.983333333333302,11.983333333333302
2013-03-12 02:00:00,12.016666666666698,12.016666666666698,12.016666666666698,12.016666666666698
2013-03-12 03:00:00,12.041666666666698,12.041666666666698,12.041666666666698,12.041666666666698
2013-03-12 04:00:00,12.058333333333302,12.058333333333302,12.058333333333302,12.058333333333302
2013-03-12 05:00:00,12.158333333333301,12.158333333333301,12.158333333333301,12.158333333333301
2013-03-12 06:00:00,12.2,12.2,12.2,12.2
2013-03-12 07:00:00,12.55,12.55,12.55,12.55
2013-03-12 08:00:00,12.7416666666667,12.7416666666667,12.7416666666667,12.7416666666667
2013-03-12 09:00:00,12.9916666666667,12.9916666666667,12.9916666666667,12.9916666666667
2013-03-12 10:00:00,13.666666666666698,13.666666666666698,13.666666666666698,13.666666666666698
2013-03-12 11:00:00,14.7,14.7,14.7,14.7
2013-03-12 12:00:00,15.783333333333301,15.783333333333301,15.783333333333301,15.783333333333301
2013-03-12 13:00:00,15.6166666666667,15.6166666666667,15.6166666666667,15.6166666666667
2013-03-12 14:00:00,15.025,15.025,15.025,15.025
2013-03-12 15:00:00,14.958333333333302,14.958333333333302,14.958333333333302,14.958333333333302
2013-03-12 16:00:00,14.825,14.825,14.825,14.825
2013-03-12 17:00:00,14.291666666666698,14.291666666666698,14.291666666666698,14.291666666666698
2013-03-12 18:00:00,13.65,13.65,13.65,13.65
2013-03-12 19:00:00,13.341666666666699,13.341666666666699,13.341666666666699,13.341666666666699
2013-03-12 20:00:00,13.183333333333302,13.183333333333302,13.183333333333302,13.183333333333302
2013-03-12 21:00:00,13.041666666666698,13.041666666666698,13.041666666666698,13.041666666666698
2013-03-12 22:00:00,13.1166666666667,13.1166666666667,13.1166666666667,13.1166666666667
2013-03-12 23:00:00,13.083333333333302,13.083333333333302,13.083333333333302,13.083333333333302
2013-03-13 00:00:00,12.825,12.825,12.825,12.825
2013-03-13 01:00:00,12.816666666666698,12.816666666666698,12.816666666666698,12.816666666666698
2013-03-13 02:00:00,12.725,12.725,12.725,12.725
2013-03-13 03:00:00,12.716666666666699,12.716666666666699,12.716666666666699,12.716666666666699
2013-03-13 04:00:00,12.8,12.8,12.8,12.8
2013-03-13 05:00:00,12.916666666666698,12.916666666666698,12.916666666666698,12.916666666666698
2013-03-13 06:00:00,12.941666666666698,12.941666666666698,12.941666666666698,12.941666666666698
2013-03-13 07:00:00,12.958333333333302,12.958333333333302,12.958333333333302,12.958333333333302
2013-03-13 08:00:00,13.2625,13.2625,13.2625,13.2625
2013-03-13 09:00:00,13.7125,13.7125,13.7125,13.7125
2013-03-13 10:00:00,14.891666666666698,14.891666666666698,14.891666666666698,14.891666666666698
2013-03-13 11:00:00,15.95,15.95,15.95,15.95
2013-03-13 12:00:00,16.404166666666697,16.404166666666697,16.404166666666697,16.404166666666697
2013-03-13 13:00:00,16.7541666666667,16.7541666666667,16.7541666666667,16.7541666666667
2013-03-13 14:00:00,17.95,17.95,17.95,17.95
2013-03-13 15:00:00,18.408333333333303,18.408333333333303,18.408333333333303,18.408333333333303
2013-03-13 16:00:00,17.908333333333303,17.908333333333303,17.908333333333303,17.908333333333303
2013-03-13 17:00:00,17.0,17.0,17.0,17.0
2013-03-13 18:00:00,16.15,16.15,16.15,16.15
2013-03-13 19:00:00,15.608333333333302,15.608333333333302,15.608333333333302,15.608333333333302
2013-03-13 20:00:00,14.9916666666667,14.9916666666667,14.9916666666667,14.9916666666667
2013-03-13 21:00:00,14.641666666666698,14.641666666666698,14.641666666666698,14.641666666666698
2013-03-13 22:00:00,14.6,14.6,14.6,14.6
2013-03-13 23:00:00,14.425,14.425,14.425,14.425
2013-03-14 00:00:00,14.183333333333302,14.183333333333302,14.183333333333302,14.183333333333302
2013-03-14 01:00:00,14.158333333333301,14.158333333333301,14.158333333333301,14.158333333333301
2013-03-14 02:00:00,14.4916666666667,14.4916666666667,14.4916666666667,14.4916666666667
2013-03-14 03:00:00,14.525,14.525,14.525,14.525
2013-03-14 04:00:00,14.458333333333302,14.458333333333302,14.458333333333302,14.458333333333302
2013-03-14 05:00:00,14.441666666666698,14.441666666666698,14.441666666666698,14.441666666666698
2013-03-14 06:00:00,14.458333333333302,14.458333333333302,14.458333333333302,14.458333333333302
2013-03-14 07:00:00,14.5,14.5,14.5,14.5
2013-03-14 08:00:00,15.083333333333302,15.083333333333302,15.083333333333302,15.083333333333302
2013-03-14 09:00:00,15.966666666666699,15.966666666666699,15.966666666666699,15.966666666666699
2013-03-14 10:00:00,17.35,17.35,17.35,17.35
2013-03-14 11:00:00,17.925,17.925,17.925,17.925
2013-03-14 12:00:00,17.6833333333333,17.6833333333333,17.6833333333333,17.6833333333333
2013-03-14 13:00:00,17.95,17.95,17.95,17.95
2013-03-14 14:00:00,17.966666666666697,17.966666666666697,17.966666666666697,17.966666666666697
2013-03-14 15:00:00,17.7416666666667,17.7416666666667,17.7416666666667,17.7416666666667
2013-03-14 16:00:00,17.9333333333333,17.9333333333333,17.9333333333333,17.9333333333333
2013-03-14 17:00:00,18.5666666666667,18.5666666666667,18.5666666666667,18.5666666666667
2013-03-14 18:00:00,19.1916666666667,19.1916666666667,19.1916666666667,19.1916666666667
2013-03-14 19:00:00,18.408333333333303,18.408333333333303,18.408333333333303,18.408333333333303
2013-03-14 20:00:00,17.2916666666667,17.2916666666667,17.2916666666667,17.2916666666667
2013-03-14 21:00:00,16.475,16.475,16.475,16.475
2013-03-14 22:00:00,15.983333333333302,15.983333333333302,15.983333333333302,15.983333333333302
2013-03-14 23:00:00,15.9,15.9,15.9,15.9
2013-03-15 00:00:00,15.666666666666698,15.666666666666698,15.666666666666698,15.666666666666698
2013-03-15 01:00:00,15.266666666666698,15.266666666666698,15.266666666666698,15.266666666666698
2013-03-15 02:00:00,15.041666666666698,15.041666666666698,15.041666666666698,15.041666666666698
2013-03-15 03:00:00,14.941666666666698,14.941666666666698,14.941666666666698,14.941666666666698
2013-03-15 04:00:00,14.958333333333302,14.958333333333302,14.958333333333302,14.958333333333302
2013-03-15 05:00:00,15.058333333333302,15.058333333333302,15.058333333333302,15.058333333333302
2013-03-15 06:00:00,15.1,15.1,15.1,15.1
2013-03-15 07:00:00,15.158333333333301,15.158333333333301,15.158333333333301,15.158333333333301
2013-03-15 08:00:00,15.666666666666698,15.666666666666698,15.666666666666698,15.666666666666698
